name,name_normalized,short_description,score_dry,score_oily,score_combination,score_normal,score_sensitive,score_mature,score_pregnancy_safe,good_tags,avoid_tags,source,product_frequency,category,category_tr,description_tr,dry_effect,dry_reason_tr,dry_reason_en,oily_effect,oily_reason_tr,oily_reason_en,combination_effect,combination_reason_tr,combination_reason_en,normal_effect,normal_reason_tr,normal_reason_en,sensitive_effect,sensitive_reason_tr,sensitive_reason_en,mature_effect,mature_reason_tr,mature_reason_en,pregnancy_safe_effect,pregnancy_safe_reason_tr,pregnancy_safe_reason_en
coumarin,coumarin,"Rating: Good. Categories: Antioxidants, Plant Extracts",0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,102,Antioxidant,Antioksidan,Serbest radikallere karşı koruyucu antioksidan,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
cranberry seed extract,cranberryseedextract,"Rating: Best. Categories: Skin-Soothing, Antioxidants, Plant Extracts",1.0,0.0,0.0,1.0,2.0,0.0,0.0,,,noxmoon,0,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,beneficial,Hassas cilt için faydalı bileşen,Beneficial for sensitive skin,neutral,,,neutral,,
cranberry seed oil,cranberryseedoil,"Rating: Best. Categories: Antioxidants, Plant Extracts",0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,0,Antioxidant,Antioksidan,Serbest radikallere karşı koruyucu antioksidan,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
creatine,creatine,Rating: Best. Categories: Skin-Restoring,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,noxmoon,43,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
curcumin,curcumin,"Rating: Best. Categories: Skin-Soothing, Antioxidants",1.0,0.0,0.0,1.0,2.0,0.0,0.0,,,noxmoon,0,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,beneficial,Hassas cilt için faydalı bileşen,Beneficial for sensitive skin,neutral,,,neutral,,
cyanocobalamin,cyanocobalamin,Rating: Good. Categories: Vitamins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,14,Antioxidant,Antioksidan,Serbest radikallere karşı koruyucu antioksidan,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
cyclamen aldehyde,cyclamenaldehyde,Rating: Poor. Categories: Fragrance: Synthetic and Fragrant Plant Extracts,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,,,noxmoon,2,Fragrance,Parfüm / Koku,Ürüne koku veren parfüm bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
cyclohexasiloxane,cyclohexasiloxane,Rating: Good. Categories: Emollients,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,304,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
cyclomethicone,cyclomethicone,Rating: Good. Categories: Emollients,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,244,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
cyclopentasiloxane,cyclopentasiloxane,Rating: Good. Categories: Emollients,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,841,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
cyclotetrasiloxane,cyclotetrasiloxane,Rating: Good. Categories: Emollients,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,18,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
cysteine,cysteine,Rating: Good. Categories: Skin-Replenishing,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,noxmoon,3,Ceramide,Seramid,Cilt bariyerini güçlendiren bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
cystine,cystine,Rating: Good. Categories: Skin-Replenishing,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,noxmoon,1,Ceramide,Seramid,Cilt bariyerini güçlendiren bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
d-alpha-tocopherol,dalphatocopherol,"Rating: Best. Categories: Antioxidants, Vitamins",0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,0,Antioxidant,Antioksidan,Serbest radikallere karşı koruyucu antioksidan,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
daisy flower extract,daisyflowerextract,Rating: Poor. Categories: Plant Extracts,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,,,noxmoon,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,neutral,,,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
decarboxy carnosine HCL,decarboxycarnosinehcl,"Rating: Best. Categories: Skin-Soothing, Skin-Restoring",3.0,0.0,0.0,0.0,3.0,0.0,0.0,,,noxmoon,41,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,beneficial,Hassas cilt için faydalı bileşen,Beneficial for sensitive skin,neutral,,,neutral,,
decyl glucoside,decylglucoside,Rating: Good. Categories: Cleansing Agents,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,188,Surfactant,Yüzey Aktif Madde,Temizleme işlevi gören yüzey aktif madde,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
decyl oleate,decyloleate,Rating: Good. Categories: Emollients,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,19,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
decylene glycol,decyleneglycol,Rating: Good. Categories: Skin-Replenishing,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,noxmoon,17,Ceramide,Seramid,Cilt bariyerini güçlendiren bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
dehydroacetic acid,dehydroaceticacid,Rating: Good. Categories: Preservatives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,149,Preservative,Koruyucu,Ürünün raf ömrünü uzatan koruyucu madde,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
dehydroepiandrosterone,dehydroepiandrosterone,Rating: Average. Categories: Uncategorized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,0,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
deionized/demineralized water,deionizeddemineralizedwater,Rating: Good. Categories: Uncategorized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,0,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
denatured alcohol,denaturedalcohol,Rating: Poor. Categories: Sensitizing,-1.0,0.0,0.0,0.0,-2.0,0.0,0.0,,Sensitizing,noxmoon,3,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,caution,"Kurutucu etki yapabilir, nemlendiriciyle kullanılmalı",May have drying effects,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
deoxyribonucleic acid,deoxyribonucleicacid,Rating: Average. Categories: Uncategorized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,0,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
detergent cleansing agent,detergentcleansingagent,Rating: Good. Categories: Cleansing Agents,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,0,Surfactant,Yüzey Aktif Madde,Temizleme işlevi gören yüzey aktif madde,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
deuterium oxide,deuteriumoxide,Rating: Average. Categories: Uncategorized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,0,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
dextran,dextran,Rating: Good. Categories: Skin-Replenishing,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,noxmoon,55,Ceramide,Seramid,Cilt bariyerini güçlendiren bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
dextrin,dextrin,Rating: Good. Categories: Texture Enhancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,91,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
di-PPG-3 myristyl ether adipate,dippg3myristyletheradipate,Rating: Good. Categories: Texture Enhancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,9,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
diatomaceous earth,diatomaceousearth,Rating: Average. Categories: Scrub Agents,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,24,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
diazolidinyl urea,diazolidinylurea,Rating: Average. Categories: Preservatives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,267,Preservative,Koruyucu,Ürünün raf ömrünü uzatan koruyucu madde,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
dibutyl phthalate,dibutylphthalate,Rating: Average. Categories: Uncategorized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,0,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
dicaprylyl carbonate,dicaprylylcarbonate,Rating: Good. Categories: Emollients,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,215,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
dicetyl phosphate,dicetylphosphate,Rating: Good. Categories: Cleansing Agents,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,52,Surfactant,Yüzey Aktif Madde,Temizleme işlevi gören yüzey aktif madde,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
diethylhexyl carbonate,diethylhexylcarbonate,Rating: Good. Categories: Emollients,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,3,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
diethylhexyl malate,diethylhexylmalate,Rating: Good. Categories: Emollients,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,0,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
diethylhexyl syringylidenemalonate,diethylhexylsyringylidenemalonate,Rating: Good. Categories: Antioxidants,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,40,Antioxidant,Antioksidan,Serbest radikallere karşı koruyucu antioksidan,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
diheptyl succinate,diheptylsuccinate,Rating: Best. Categories: Texture Enhancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,2,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
dihydrocholeth-30,dihydrocholeth30,Rating: Good. Categories: Cleansing Agents,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,4,Surfactant,Yüzey Aktif Madde,Temizleme işlevi gören yüzey aktif madde,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
dihydroxyacetone,dihydroxyacetone,Rating: Good. Categories: Uncategorized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,8,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
diisopropyl adipate,diisopropyladipate,"Rating: Good. Categories: Texture Enhancer, Emollients",1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,39,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
diisopropyl dimer dilinoleate,diisopropyldimerdilinoleate,Rating: Good. Categories: Emollients,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,12,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
diisostearoyl trimethylolpropane siloxy silicate,diisostearoyltrimethylolpropanesiloxysilicate,"Rating: Good. Categories: Silicones, Emollients",2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,0,Silicone,Silikon,Cildi pürüzsüzleştiren silikon bazlı bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
diisostearyl dimer dilinoleate,diisostearyldimerdilinoleate,Rating: Good. Categories: Emollients,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,1,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
diisostearyl malate,diisostearylmalate,Rating: Good. Categories: Emollients,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,44,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
dimer dilinoleyl dimer dilinoleate,dimerdilinoleyldimerdilinoleate,"Rating: Good. Categories: Emollients, Texture Enhancer",1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,5,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
dimethicone,dimethicone,"Rating: Good. Categories: Silicones, Emollients",2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,2100,Silicone,Silikon,Cildi pürüzsüzleştiren silikon bazlı bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
dimethicone copolyol,dimethiconecopolyol,"Rating: Good. Categories: Silicones, Emollients",2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,27,Silicone,Silikon,Cildi pürüzsüzleştiren silikon bazlı bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
dimethicone crosspolymer,dimethiconecrosspolymer,"Rating: Good. Categories: Texture Enhancer, Emollients, Silicones",2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,236,Silicone,Silikon,Cildi pürüzsüzleştiren silikon bazlı bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
dimethicone/PEG-10/15 crosspolymer,dimethiconepeg1015crosspolymer,"Rating: Good. Categories: Silicones, Emollients",2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,70,Silicone,Silikon,Cildi pürüzsüzleştiren silikon bazlı bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
dimethicone/vinyl dimethicone crosspolymer,dimethiconevinyldimethiconecrosspolymer,"Rating: Good. Categories: Texture Enhancer, Silicones",1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,195,Silicone,Silikon,Cildi pürüzsüzleştiren silikon bazlı bileşen,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
dimethiconol,dimethiconol,"Rating: Good. Categories: Silicones, Emollients",2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,341,Silicone,Silikon,Cildi pürüzsüzleştiren silikon bazlı bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
dimethyl MEA,dimethylmea,Rating: Average. Categories: Skin-Restoring,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,noxmoon,28,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,beneficial,Kuru cilt için faydalı bileşen,Beneficial for dry skin,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
dimethyl capramide,dimethylcapramide,Rating: Good. Categories: Uncategorized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,6,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
dimethyl ether,dimethylether,Rating: Poor. Categories: Uncategorized,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,,,noxmoon,10,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,caution,"Hassas ciltte tahriş riski taşır, dikkatli kullanılmalı","Risk of irritation, use with caution",neutral,,,neutral,,
dimethyl isosorbide,dimethylisosorbide,Rating: Good. Categories: Uncategorized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,51,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
dipentaerythrityl hexacaprylate/hexacaprate,dipentaerythritylhexacaprylatehexacaprate,"Rating: Good. Categories: Texture Enhancer, Emollients",1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,19,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
dipotassium glycyrrhizate,dipotassiumglycyrrhizate,"Rating: Best. Categories: Skin-Soothing, Plant Extracts",1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,noxmoon,263,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,beneficial,Hassas cilt için faydalı bileşen,Beneficial for sensitive skin,neutral,,,neutral,,
dipotassium glycyrrhizinate,dipotassiumglycyrrhizinate,"Rating: Best. Categories: Skin-Soothing, Plant Extracts",1.0,0.0,0.0,0.0,2.0,0.0,0.0,,,noxmoon,5,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,beneficial,Hassas cilt için faydalı bileşen,Beneficial for sensitive skin,neutral,,,neutral,,
dipotassium phosphate,dipotassiumphosphate,Rating: Good. Categories: Miscellaneous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,28,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
dipropylene glycol,dipropyleneglycol,Rating: Good. Categories: Texture Enhancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,304,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
disodium EDTA,disodiumedta,Rating: Good. Categories: Uncategorized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,2358,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
disodium cocoamphodiacetate,disodiumcocoamphodiacetate,Rating: Good. Categories: Cleansing Agents,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,86,Surfactant,Yüzey Aktif Madde,Temizleme işlevi gören yüzey aktif madde,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
disodium cocoyl glutamate,disodiumcocoylglutamate,Rating: Good. Categories: Cleansing Agents,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,20,Surfactant,Yüzey Aktif Madde,Temizleme işlevi gören yüzey aktif madde,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
disodium diglyceryl phosphate,disodiumdiglycerylphosphate,"Rating: Good. Categories: Texture Enhancer, Emollients",1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,0,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
disodium glyceryl phosphate,disodiumglycerylphosphate,"Rating: Good. Categories: Texture Enhancer, Emollients",1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,0,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
disodium lauraminopropionate,disodiumlauraminopropionate,Rating: Good. Categories: Cleansing Agents,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,0,Surfactant,Yüzey Aktif Madde,Temizleme işlevi gören yüzey aktif madde,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
disodium lauriminodipropionate tocopheryl phosphates,disodiumlauriminodipropionatetocopherylphosphates,Rating: Good. Categories: Uncategorized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,14,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
disodium rutinyl disulfate,disodiumrutinyldisulfate,Rating: Good. Categories: Antioxidants,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,2,Antioxidant,Antioksidan,Serbest radikallere karşı koruyucu antioksidan,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
disteardimonium hectorite,disteardimoniumhectorite,Rating: Good. Categories: Uncategorized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,87,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
docosahexaenoic acid,docosahexaenoicacid,"Rating: Good. Categories: Texture Enhancer, Emollients",1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,5,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
dog rose,dogrose,Rating: Good. Categories: Plant Extracts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,0,Botanical Extract,Bitkisel Ekstrakt,Bitkisel kaynaklı aktif ekstrakt,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
dogwood,dogwood,"Rating: Good. Categories: Skin-Soothing, Antioxidants, Plant Extracts",1.0,0.0,0.0,1.0,2.0,0.0,0.0,,,noxmoon,0,Emollient,Yumuşatıcı (Emoliyan),Cildi yumuşatan ve pürüzsüzleştiren bileşen,neutral,,,neutral,,,neutral,,,neutral,,,beneficial,Hassas cilt için faydalı bileşen,Beneficial for sensitive skin,neutral,,,neutral,,
dulse,dulse,"Rating: Good. Categories: Antioxidants, Emollients, Plant Extracts",1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,0,Antioxidant,Antioksidan,Serbest radikallere karşı koruyucu antioksidan,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
durian,durian,"Rating: Good. Categories: Antioxidants, Plant Extracts",0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,noxmoon,0,Antioxidant,Antioksidan,Serbest radikallere karşı koruyucu antioksidan,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
ecamsule,ecamsule,Rating: Best. Categories: Sunscreen Actives,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,noxmoon,0,Skincare Ingredient,Cilt Bakım Bileşeni,Cilt bakım bileşeni,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,,neutral,,
