name,name_normalized,score_dry,score_oily,score_combination,score_normal,score_sensitive,score_mature,score_pregnancy_safe,good_tags,avoid_tags,source,product_frequency,category,category_tr,description_tr,dry_effect,dry_reason_tr,oily_effect,oily_reason_tr,combination_effect,combination_reason_tr,normal_effect,normal_reason_tr,sensitive_effect,sensitive_reason_tr,mature_effect,mature_reason_tr,pregnancy_safe_effect,pregnancy_safe_reason_tr
Phenylene Bis-Diphenyltriazine,phenylenebisdiphenyltriazine,0,0,0,1,1,0,0,UV Protection|Anyone,,manual_v2,0,Sunscreen Agent,Güneş Koruyucu (Yeni Nesil),"Yeni nesil geniş spektrumlu UV filtresi; hem UVA hem UVB ışınlarına karşı yüksek koruma sağlar, olağanüstü fotostabiliteye sahiptir ve diğer filtreleri de stabilize eder.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Phenylpropanol,phenylpropanol,0,0,0,0,0,0,0,,,top1000,27,Skincare Ingredient,Cilt Bakım Bileşeni,"phenylpropanol, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Phospholipids,phospholipids,0,0,0,0,0,0,0,,,top1000,44,Skincare Ingredient,Cilt Bakım Bileşeni,"phospholipids, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Phosphoric Acid,phosphoricacid,0,0,0,0,0,0,0,,,top1000,140,Skincare Ingredient,pH Düzenleyici,"phosphoric acid, formülasyonun pH değerini ayarlayarak aktif bileşenlerin optimum etkinliğini ve ürünün cilt uyumluluğunu sağlar.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Phytic Acid,phyticacid,0,0,0,0,0,0,0,,,top1000,81,Skincare Ingredient,Şelatör,"phytic acid, metal iyonlarını bağlayarak formülasyonun stabilitesini koruyan şelatlama ajanı; ürünün renk, koku ve etkinlik kaybını önler.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Phytosphingosine,phytosphingosine,2,1,1,1,2,1,0,Impaired skin barrier|Acne|Redness|Anyone,,manual_v2,93,Ceramide,Seramid Öncüsü,"Seramid sentezinin doğal öncü molekülü; antimikrobiyal ve anti-inflamatuar özellikleriyle cilt bariyerini güçlendirir, akne bakterileriyle mücadele eder ve cildi yatıştırır.",beneficial,"Seramid sentezinin doğal öncü molekülü; antimikrobiyal ve anti-inflamatuar özellikleriyle cilt bariyerini güçlendirir, a",neutral,,neutral,,neutral,,beneficial,"Seramid sentezinin doğal öncü molekülü; antimikrobiyal ve anti-inflamatuar özellikleriyle cilt bariyerini güçlendirir, a",neutral,,neutral,
Phytosteryl Canola Glycerides,phytosterylcanolaglycerides,2,0,0,0,1,0,0,Dry and dehydrated skin|Impaired skin barrier,,manual_v2,0,Emollient,Bitkisel Yumuşatıcı,"Kanola yağından elde edilen fitosterol esteri; cildin lipid bariyerine yapısal olarak benzer bileşenler içerir, nem kaybını önler ve bariyer onarımını destekler.",beneficial,"Kanola yağından elde edilen fitosterol esteri; cildin lipid bariyerine yapısal olarak benzer bileşenler içerir, nem kayb",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Pinene,pinene,0,0,0,0,0,0,0,,,top1000,56,Skincare Ingredient,Cilt Bakım Bileşeni,"pinene, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Piroctone Olamine,piroctoneolamine,0,0,0,0,0,0,0,,,top1000,159,Skincare Ingredient,Cilt Bakım Bileşeni,"piroctone olamine, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Pogostemon Cablin Oil,pogostemoncablinoil,0,0,0,0,0,0,0,,,top1000,36,Skincare Ingredient,Cilt Bakım Bileşeni,"pogostemon cablin oil, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Poloxamer 124,poloxamer124,0,0,0,0,0,0,0,,,top1000,30,Skincare Ingredient,Cilt Bakım Bileşeni,"poloxamer 124, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Poloxamer 184,poloxamer184,0,0,0,0,0,0,0,,,manual_v2,0,Skincare Ingredient,Çözücü / Emülgatör,"Blok kopolimer yüzey aktif madde; formülasyonda çözündürücü ve emülgatör olarak çalışır, özellikle misel temizleyicilerde makyaj ve kirlilik kalıntılarının çözünmesini sağlar.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Poloxamer 338,poloxamer338,0,0,0,0,0,0,0,,,manual_v2,0,Skincare Ingredient,Emülgatör / Çözücü,"Non-iyonik blok kopolimer; formülasyonda çözündürücü ve stabilizatör olarak çalışır, aktif bileşenlerin homojen dağılımını sağlar.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Poloxamer 407,poloxamer407,0,0,0,0,0,0,0,,,top1000,113,Skincare Ingredient,Cilt Bakım Bileşeni,"poloxamer 407, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Poly C10-30 Alkyl Acrylate,polyc1030alkylacrylate,0,0,0,0,0,0,0,,,manual_v2,0,Skincare Ingredient,Film Oluşturucu,Akrilik polimer; ciltte su geçirmez ve esnek bir film oluşturarak güneş koruyucuların suya ve tere dayanıklılığını artırır.,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Polyacrylamide,polyacrylamide,0,0,0,0,0,0,0,,,top1000,85,Skincare Ingredient,Kıvam Artırıcı / Stabilizatör,"polyacrylamide, formülasyona kıvam ve stabilite kazandıran polimer; ürünün dokusunu iyileştirir ve bileşenlerin homojen dağılmasını sağlar.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Polyacrylate Crosspolymer-6,polyacrylatecrosspolymer6,0,0,0,0,0,0,0,,,top1000,34,Skincare Ingredient,Kıvam Artırıcı / Stabilizatör,"polyacrylate crosspolymer-6, formülasyona kıvam ve stabilite kazandıran polimer; ürünün dokusunu iyileştirir ve bileşenlerin homojen dağılmasını sağlar.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Polyacrylate-13,polyacrylate13,0,0,0,0,0,0,0,,,top1000,29,Skincare Ingredient,Cilt Bakım Bileşeni,"polyacrylate-13, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Polyaminopropyl Biguanide,polyaminopropylbiguanide,0,0,0,0,0,0,0,,,top1000,36,Skincare Ingredient,Cilt Bakım Bileşeni,"polyaminopropyl biguanide, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Polybutene,polybutene,0,0,0,0,0,0,0,,,top1000,73,Skincare Ingredient,Cilt Bakım Bileşeni,"polybutene, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Polycarboxylates,polycarboxylates,0,0,0,0,0,0,0,,,top1000,28,Skincare Ingredient,Cilt Bakım Bileşeni,"polycarboxylates, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Polyether-1,polyether1,0,0,0,0,0,0,0,,,manual_v2,0,Skincare Ingredient,Köpük Düzenleyici,Silikon bazlı köpük kontrol ajanı; formülasyonda istenmeyen köpüklenmeyi önler ve ürünün pürüzsüz uygulanmasını sağlar.,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Polyethylene,polyethylene,0,0,0,0,0,0,0,,,top1000,139,Skincare Ingredient,Cilt Bakım Bileşeni,"polyethylene, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Polyethylene Terephthalate,polyethyleneterephthalate,0,0,0,0,0,0,0,,,top1000,38,Skincare Ingredient,Cilt Bakım Bileşeni,"polyethylene terephthalate, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Polyglycerin-6,polyglycerin6,2,0,0,0,0,0,0,Dry and dehydrated skin,,manual_v2,0,Humectant,Nemlendirici (Poligliserin),"Altı gliserin biriminden oluşan polimer; glycerin'den daha güçlü nem tutma kapasitesine sahip, cildi yapışkan his bırakmadan nemlendirir ve formülasyonda çözücü olarak da görev yapar.",beneficial,"Altı gliserin biriminden oluşan polimer; glycerin'den daha güçlü nem tutma kapasitesine sahip, cildi yapışkan his bırakm",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Polyglyceryl-10 Laurate,polyglyceryl10laurate,1,0,0,0,0,0,0,,,manual_v2,0,Skincare Ingredient,Emülgatör (Nazik),"Bitkisel kaynaklı nazik emülgatör; hassas cilt formülasyonlarına uygun, cildi kurutmadan temizleme ve emülsiyon stabilitesi sağlar.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Polyglyceryl-10 Stearate,polyglyceryl10stearate,1,0,0,0,0,0,0,,,top1000,28,Skincare Ingredient,Emülgatör,"polyglyceryl-10 stearate, yağ ve su fazlarını stabil bir şekilde bir arada tutan emülgatör; formülasyonun homojen yapısını korur ve kremsi doku oluşturur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Polyglyceryl-2 Dipolyhydroxystearate,polyglyceryl2dipolyhydroxystearate,1,0,0,0,0,0,0,,,top1000,77,Skincare Ingredient,Emülgatör,"polyglyceryl-2 dipolyhydroxystearate, yağ ve su fazlarını stabil bir şekilde bir arada tutan emülgatör; formülasyonun homojen yapısını korur ve kremsi doku oluşturur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Polyglyceryl-3 Caprylate,polyglyceryl3caprylate,1,0,0,0,0,0,0,,,top1000,36,Skincare Ingredient,Emülgatör,"polyglyceryl-3 caprylate, yağ ve su fazlarını stabil bir şekilde bir arada tutan emülgatör; formülasyonun homojen yapısını korur ve kremsi doku oluşturur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Polyglyceryl-3 Dicitrate/Stearate,polyglyceryl3dicitratestearate,1,0,0,0,0,0,0,,,top1000,32,Skincare Ingredient,Emülgatör,"polyglyceryl-3 dicitrate/stearate, yağ ve su fazlarını stabil bir şekilde bir arada tutan emülgatör; formülasyonun homojen yapısını korur ve kremsi doku oluşturur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Polyglyceryl-3 Diisostearate,polyglyceryl3diisostearate,1,0,0,0,0,0,0,,,top1000,138,Skincare Ingredient,Emülgatör,"polyglyceryl-3 diisostearate, yağ ve su fazlarını stabil bir şekilde bir arada tutan emülgatör; formülasyonun homojen yapısını korur ve kremsi doku oluşturur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Polyglyceryl-3 Distearate,polyglyceryl3distearate,1,0,0,0,0,0,0,,,manual_v2,0,Skincare Ingredient,Emülgatör,"Bitkisel kaynaklı poligliseril esteri; yağ ve su fazlarını stabil bir emülsiyon halinde tutan emülgatör, özellikle güneş koruyucu formülasyonlarda tercih edilir.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Polyglyceryl-3 Methylglucose Distearate,polyglyceryl3methylglucosedistearate,2,0,0,0,0,0,0,,,top1000,53,Skincare Ingredient,Emülgatör,"polyglyceryl-3 methylglucose distearate, yağ ve su fazlarını stabil bir şekilde bir arada tutan emülgatör; formülasyonun homojen yapısını korur ve kremsi doku oluşturur.",beneficial,Kuru cilt için faydalı bileşen,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Polyglyceryl-4 Caprate,polyglyceryl4caprate,1,0,0,0,0,0,0,,,top1000,50,Skincare Ingredient,Emülgatör,"polyglyceryl-4 caprate, yağ ve su fazlarını stabil bir şekilde bir arada tutan emülgatör; formülasyonun homojen yapısını korur ve kremsi doku oluşturur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Polyglyceryl-4 Diisostearate/Polyhydroxystearate/Sebacate,polyglyceryl4diisostearatepolyhydroxystearatesebacate,1,0,0,0,0,0,0,,,manual_v2,0,Skincare Ingredient,Emülgatör (Kompleks),"Çok fonksiyonlu bitkisel kaynaklı emülgatör sistemi; su-yağ tipi emülsiyonlarda üstün stabilite sağlar, ciltte hafif ve yağsız bir his bırakır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Polyglyceryl-4 Isostearate,polyglyceryl4isostearate,1,0,0,0,0,0,0,,,manual_v2,0,Skincare Ingredient,Emülgatör,"Bitkisel kaynaklı hafif emülgatör; su-yağ tipi emülsiyonlarda stabilite sağlar, hassas cilt formülasyonlarına uygun nazik yapıdadır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Polyglyceryl-6 Behenate,polyglyceryl6behenate,0,0,0,0,0,0,0,,,top1000,27,Skincare Ingredient,Emülgatör,"polyglyceryl-6 behenate, yağ ve su fazlarını stabil bir şekilde bir arada tutan emülgatör; formülasyonun homojen yapısını korur ve kremsi doku oluşturur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Polyhydroxystearic Acid,polyhydroxystearicacid,1,0,0,0,0,0,0,,,top1000,76,Oil / Lipid,Yağ Asidi,"polyhydroxystearic acid, doğal yağ asidi; cildin lipid bariyerini destekler, yumuşatıcı etki gösterir ve formülasyonun kıvamına katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Polyisobutene,polyisobutene,0,0,0,0,0,0,0,,,top1000,78,Skincare Ingredient,Cilt Bakım Bileşeni,"polyisobutene, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Polymethyl Methacrylate,polymethylmethacrylate,0,0,0,0,0,0,0,,,top1000,34,Skincare Ingredient,Cilt Bakım Bileşeni,"polymethyl methacrylate, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Polymethylsilsesquioxane,polymethylsilsesquioxane,1,0,0,0,0,0,0,Texture,,manual_v2,0,Silicone,Silikon (Pudra),"Küresel mikro silikon partikülleri; ciltte yumuşak odaklama etkisi yaratarak gözeneklerin ve ince çizgilerin görünümünü optik olarak azaltır, makyaj bazlarında yaygın kullanılır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Polyquaternium-10,polyquaternium10,0,0,0,0,0,0,0,,,top1000,542,Skincare Ingredient,Cilt Bakım Bileşeni,"polyquaternium-10, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Polyquaternium-11,polyquaternium11,0,0,0,0,0,0,0,,,top1000,35,Skincare Ingredient,Cilt Bakım Bileşeni,"polyquaternium-11, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Polyquaternium-16,polyquaternium16,0,0,0,0,0,0,0,,,top1000,29,Skincare Ingredient,Cilt Bakım Bileşeni,"polyquaternium-16, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Polyquaternium-22,polyquaternium22,0,0,0,0,0,0,0,,,top1000,58,Skincare Ingredient,Cilt Bakım Bileşeni,"polyquaternium-22, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Polyquaternium-37,polyquaternium37,0,0,0,0,0,0,0,,,top1000,71,Skincare Ingredient,Cilt Bakım Bileşeni,"polyquaternium-37, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Polyquaternium-39,polyquaternium39,0,0,0,0,0,0,0,,,top1000,38,Skincare Ingredient,Cilt Bakım Bileşeni,"polyquaternium-39, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Polyquaternium-51,polyquaternium51,2,0,0,0,2,1,0,Dry and dehydrated skin|Impaired skin barrier|Anyone,,manual_v2,0,Humectant,Nemlendirici (Lipidure),"Hücre zarı yapısını taklit eden biyomimetik polimer; cildin doğal fosfolipitlerine benzer yapısıyla yoğun nemlendirme sağlar, bariyer fonksiyonunu destekler ve tahriş eşiğini yükseltir.",beneficial,Hücre zarı yapısını taklit eden biyomimetik polimer; cildin doğal fosfolipitlerine benzer yapısıyla yoğun nemlendirme sa,neutral,,neutral,,neutral,,beneficial,Hücre zarı yapısını taklit eden biyomimetik polimer; cildin doğal fosfolipitlerine benzer yapısıyla yoğun nemlendirme sa,neutral,,neutral,
Polyquaternium-6,polyquaternium6,0,0,0,0,0,0,0,,,top1000,51,Skincare Ingredient,Cilt Bakım Bileşeni,"polyquaternium-6, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Polyquaternium-67,polyquaternium67,1,0,0,0,0,0,0,,,manual_v2,0,Skincare Ingredient,Film Oluşturucu / Nemlendirici,"Katyonik polimer; ciltte ince ve esnek bir film oluşturarak nem kaybını önler, pürüzsüz bir yüzey sağlar ve diğer aktif bileşenlerin ciltte kalma süresini uzatır.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Polyquaternium-7,polyquaternium7,0,0,0,0,0,0,0,,,top1000,621,Skincare Ingredient,Cilt Bakım Bileşeni,"polyquaternium-7, kozmetik formülasyonlarda kullanılan yardımcı bileşen; ürünün doku, stabilite veya uygulama özelliklerine katkıda bulunur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Polysorbate 20,polysorbate20,0,0,0,0,0,0,0,,,top1000,511,Skincare Ingredient,Emülgatör,"polysorbate 20, yağ ve su fazlarını stabil bir şekilde bir arada tutan emülgatör; formülasyonun homojen yapısını korur ve kremsi doku oluşturur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Polysorbate 60,polysorbate60,0,0,0,0,0,0,0,,,top1000,174,Skincare Ingredient,Emülgatör,"polysorbate 60, yağ ve su fazlarını stabil bir şekilde bir arada tutan emülgatör; formülasyonun homojen yapısını korur ve kremsi doku oluşturur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
Polysorbate 80,polysorbate80,0,0,0,0,0,0,0,,,top1000,159,Skincare Ingredient,Emülgatör,"polysorbate 80, yağ ve su fazlarını stabil bir şekilde bir arada tutan emülgatör; formülasyonun homojen yapısını korur ve kremsi doku oluşturur.",neutral,,neutral,,neutral,,neutral,,neutral,,neutral,,neutral,
